ejes,lotes_evaluados,tasa_real_%,tasa_nula_%,separacion_pp,lift,corr_ejes,rho_ruido,rho_xy_nula
NDMI + PSRI,96,1.0416666666666665,0.28125000000000006,0.7604166666666665,3.7037037037037033,-0.7942955939512267,0.24361435039189008,-0.8810664843929026
NDMI + NDRE,96,2.8645833333333335,0.15625,2.7083333333333335,18.333333333333332,0.8563123600520888,0.3475883331780172,0.9000548135910406
NDMI + CIRE,96,1.8229166666666665,0.14062500000000003,1.6822916666666663,12.96296296296296,0.7198055844102279,0.4025735825630776,0.8219136057552399
